subject_num,age,sex,SubjectInfo.sessionNumber,Trials.trialType,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,LT,experiment,trial_type,pose,block_num,exclude
PKBB_07,272,F,1,stimuli/images/unity_stims/animate_01_right_pair_new.mp4,0,0.8743206131227229,60,False,,58.521,6,animal pair,right,1,FALSE
PKBB_07,272,F,1,stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4,1,0.431109934335171,56.144,False,,50.19,6,veggie,no_pose,2,FALSE
PKBB_07,272,F,1,stimuli/images/unity_stims/animate_04_right_single_new.mp4,2,0.5736523016885436,29.999,False,,26.75,6,single animal,right,3,FALSE
PKBB_07,272,F,1,stimuli/images/unity_stims/animate_02_left_single_new.mp4,3,0.6174260234390659,35.44,False,,32.738,6,single animal,left,4,FALSE
PKBB_07,272,F,1,stimuli/images/unity_stims/animate_03_left_pair_new.mp4,4,0.664616769703925,45.524,False,,38.341,6,animal pair,left,5,FALSE
PKBB_07,272,F,1,stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4,5,0.5970677217211339,20.352,False,,8.715,6,veggie,no_pose,6,FALSE
PKBB_11,309,F,1,stimuli/images/unity_stims/animate_01_left_pair_new.mp4,0,0.4086721293938278,37.214,False,,29.834,6,animal pair,left,1,FALSE
PKBB_11,309,F,1,stimuli/images/unity_stims/animate_04_right_single_new.mp4,1,0.5625873801335965,35.984,False,,29.94100000000001,6,single animal,right,2,FALSE
PKBB_11,309,F,1,stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4,2,0.8335018908675531,20.396,False,,15.681,6,veggie,no_pose,3,FALSE
PKBB_11,309,F,1,stimuli/images/unity_stims/animate_05_right_pair_new.mp4,3,0.891880493539013,18.205,False,,15.145999999999995,6,animal pair,right,4,FALSE
PKBB_11,309,F,1,stimuli/images/unity_stims/animate_03_left_single_new.mp4,4,0.6998448994399521,28.523000000000003,False,,13.956,6,single animal,left,5,FALSE
PKBB_11,309,F,1,stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4,5,0.8123745113588947,31.87,False,,14.933000000000003,6,veggie,no_pose,6,FALSE
PKBB_19,306,F,1,stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4,0,0.8038162175303059,40.467,False,,33.473,6,veggie,no_pose,1,FALSE
PKBB_19,306,F,1,stimuli/images/unity_stims/animate_02_left_single_new.mp4,1,0.6718611858110657,60,False,,31.98200000000001,6,single animal,left,2,FALSE
PKBB_19,306,F,1,stimuli/images/unity_stims/animate_06_right_pair_new.mp4,2,0.7260961460539491,46.235,False,,38.19300000000001,6,animal pair,right,3,FALSE
PKBB_19,306,F,1,stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4,3,0.7054343455732996,21.091,False,,14.598999999999998,6,veggie,no_pose,4,FALSE
PKBB_19,306,F,1,stimuli/images/unity_stims/animate_04_right_single_new.mp4,4,0.7189683278477115,60,False,,55.535,6,single animal,right,5,FALSE
PKBB_19,306,F,1,stimuli/images/unity_stims/animate_05_left_pair_new.mp4,5,0.7518430558754046,60,False,,10.922000000000004,6,animal pair,left,6,FALSE
PKBB_20,227,F,1,stimuli/images/unity_stims/animate_01_left_pair_new.mp4,0,0.13350211761537048,60,False,,59.201,6,animal pair,left,1,FALSE
PKBB_20,227,F,1,stimuli/images/unity_stims/animate_06_right_single_new.mp4,1,0.4855165481567383,60,False,,58.32100000000001,6,single animal,right,2,FALSE
PKBB_20,227,F,1,stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4,2,0.15537510315577188,27.712,False,,22.586,6,veggie,no_pose,3,FALSE
PKBB_20,227,F,1,stimuli/images/unity_stims/animate_05_right_pair_new.mp4,3,0.6447271936469607,30.928,False,,20.222,6,animal pair,right,4,FALSE
PKBB_20,227,F,1,stimuli/images/unity_stims/animate_03_left_single_new.mp4,4,NA,48.603,False,,30.566,6,single animal,left,5,FALSE
PKBB_20,227,F,1,stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4,5,NA,38.692,False,,22.489000000000004,6,veggie,no_pose,6,FALSE
PKBB_01,289,F,1,stimuli/images/unity_stims/animate_01_left_single_new.mp4,0,0.7787971333035588,57.418,False,,19.913,6,single animal,left,1,TRUE
PKBB_01,289,F,1,stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4,1,0.6906949303102031,29.29,False,,15.402999999999995,6,veggie,no_pose,2,TRUE
PKBB_01,289,F,1,stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4,2,0.7818254416745011,36.969,False,,29.141,6,veggie,no_pose,3,TRUE
PKBB_01,289,F,1,stimuli/images/unity_stims/animate_04_left_pair_new.mp4,3,0.7915798721927282,25.126,False,,23.728,6,animal pair,left,4,TRUE
PKBB_01,289,F,1,stimuli/images/unity_stims/animate_05_right_pair_new.mp4,4,NA,18.083,False,,18.083,6,animal pair,right,5,TRUE
PKBB_01,289,F,1,stimuli/images/unity_stims/animate_06_right_single_new.mp4,5,0.1804824024438858,37.719,False,,4.390999999999998,6,single animal,right,6,TRUE
PKBB_02,279,F,1,stimuli/images/unity_stims/animate_01_left_single_new.mp4,0,0.8398677289796173,38.992,False,,32.194,6,single animal,left,1,FALSE
PKBB_02,279,F,1,stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4,1,0.9420100474782936,46.072,False,,11.585000000000008,6,veggie,no_pose,2,FALSE
PKBB_02,279,F,1,stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4,2,0.8855904044151904,27.408,False,,11.009000000000002,6,veggie,no_pose,3,FALSE
PKBB_02,279,F,1,stimuli/images/unity_stims/animate_04_left_pair_new.mp4,3,0.8710244572562114,31.072,False,,16.088,6,animal pair,left,4,FALSE
PKBB_02,279,F,1,stimuli/images/unity_stims/animate_05_right_pair_new.mp4,4,0.8733111071474957,45.486,False,,10.811,6,animal pair,right,5,FALSE
PKBB_02,279,F,1,stimuli/images/unity_stims/animate_06_right_single_new.mp4,5,0.7628775266856173,26.76,False,,17.03,6,single animal,right,6,FALSE
PKBB_03,323,M,1,stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4,0,0.7437377834716341,52.364,False,,44.19600000000001,6,veggie,no_pose,1,FALSE
PKBB_03,323,M,1,stimuli/images/unity_stims/animate_02_left_pair_new.mp4,1,0.8910424575828658,28.625,False,,25.152,6,animal pair,left,2,TRUE
PKBB_03,323,M,1,stimuli/images/unity_stims/animate_03_left_single_new.mp4,2,0.6427625698347094,60,False,,18.093999999999998,6,single animal,left,3,FALSE
PKBB_03,323,M,1,stimuli/images/unity_stims/animate_04_right_single_new.mp4,3,0.6031160082868774,25.956,False,,11.118,6,single animal,right,4,FALSE
PKBB_03,323,M,1,stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4,4,0.9273168659889968,20.586,False,,7.900999999999998,6,veggie,no_pose,5,FALSE
PKBB_03,323,M,1,stimuli/images/unity_stims/animate_06_right_pair_new.mp4,5,0.6070522152046746,28.531,False,,6.448999999999997,6,animal pair,right,6,FALSE
PKBB_04,315,M,1,stimuli/images/unity_stims/animate_01_left_pair_new.mp4,0,0.6433220539795864,60,False,,56.04600000000001,6,animal pair,left,1,FALSE
PKBB_04,315,M,1,stimuli/images/unity_stims/animate_05_right_single_new.mp4,1,0.2532592936124169,58.778,False,,20.097,6,single animal,right,2,FALSE
PKBB_04,315,M,1,stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4,2,0.4899088424062986,60,False,,56.724,6,veggie,no_pose,3,FALSE
PKBB_04,315,M,1,stimuli/images/unity_stims/animate_02_right_pair_new.mp4,3,0.7259306483253769,53.865,False,,46.739,6,animal pair,right,4,FALSE
PKBB_04,315,M,1,stimuli/images/unity_stims/animate_06_left_single_new.mp4,4,0.4996852576732636,60,False,,40.067,6,single animal,left,5,FALSE
