param_id,mean_rsquared,mean_rmse
0,0.5626720135861334,2.046575591267789
1,0.3676279595209975,2.4609936031814135
2,0.5419675098530264,2.0944610946477473
3,0.5925618308349119,1.975399823934161
4,0.5687619529222003,2.0322760083109923
5,0.5261607953061882,2.130294520298857
6,0.46892181366338775,2.255295153412556
7,0.648006638360458,1.8360791183524912
8,0.49289052952508366,2.2038143951636697
9,0.6342086001844579,1.871720082628013
10,0.5762494702857037,2.0145557108872043
11,0.6176537492282427,1.9136062152026736
12,0.5193074819487912,2.145644837780342
13,0.46394210558828103,2.265843984082945
14,0.5477755208537087,2.08113948231886
15,0.5558886527418361,2.062386654630392
16,0.43562368949674657,2.3249228342986146
17,0.6024820308451673,1.9512033700390634
18,0.42306347813870693,2.3506510891828967
19,0.4835628074974191,2.223990412280268
20,0.5576439323953697,2.058306991529455
21,0.5716181833670181,2.025534613239238
22,0.5410753461653006,2.0964999162764637
23,0.5867005732734685,1.9895577802465525
24,0.36773909957060735,2.4607773325746107
25,0.6247554126679328,1.8957513466595852
26,0.6264420109647392,1.8914861660621711
27,0.587891913358789,1.9866882499386598
28,0.6044616378322538,1.9463388896712446
29,0.5824032722728242,1.9998742951332065
30,0.4807773730860061,2.2299799585294546
31,0.5022513248340035,2.1833794141660614
32,0.5913256198816762,1.9783943413337164
33,0.576173496025862,2.0147362977049723
34,0.5663864868872925,2.0378656967952096
35,0.6296819767357177,1.883265626346933
36,0.36178632366423336,2.472334379939347
37,0.5405871436739789,2.0976147446202726
38,0.5897473380725959,1.982210894384264
39,0.5145527947070221,2.1562303641239824
40,0.5892289839358054,1.9834627605631276
41,0.4121305114511516,2.3728190202939925
42,0.3870150469914252,2.422975718214498
43,0.29721013064617363,2.59439979395449
44,0.4580574296260421,2.2782469015649327
45,0.4439754334760993,2.3076564013592056
46,0.6075881251236528,1.9386313231048584
47,0.506029792735213,2.175076483887009
48,0.47237870323669495,2.2479430959627216
49,0.3995280887438,2.3981177486345215
50,0.5737920895326587,2.0203885932520382
51,0.5873488361761873,1.9879968506114607
52,0.5753873998615973,2.0166038576145087
53,0.6701756998088759,1.7773193932115923
54,0.5509383687439804,2.0738489910779796
55,0.5225725265602567,2.138345407646712
56,0.555822637478332,2.06253993143831
57,0.5715912002721224,2.025598404849815
58,0.5448128385573368,2.0879454932925605
59,0.5743654736875126,2.019029105707297
60,0.5802865790844217,2.004936319584991
61,0.5143440330483923,2.156693946814699
62,0.5369885529847409,2.1058140500937443
