param_id,mean_rsquared,mean_rmse
0,0.001287483495364065,3.092747049693197
1,0.02299971633225409,3.058943812372769
2,0.02358782223566622,3.058023007256045
3,0.20592526027945432,3.0948123902999565
4,0.10962438076380109,2.9201878158891255
5,0.043385498282793776,3.0947456944731204
6,0.06357276227762078,3.0947399053068763
7,0.24420580608525141,2.6904562267539482
8,0.20230434923103832,2.764030092584439
9,0.03710947053186461,3.0367749792578227
10,0.10310908358426482,2.930852535612667
11,0.22226163973599963,3.094852072074966
12,0.004430341236800334,3.0947399048550386
13,0.0032092809383018517,3.094741329526134
14,0.010354726988271215,3.094739904891736
15,0.037864282093337455,3.094739905313637
16,0.0033456568422023407,3.089558598399191
17,0.03925953063729931,3.094739904967047
18,0.002749028751650235,3.094739904763094
19,0.005036691008219365,3.0869364419800833
20,0.1171605187362241,3.094739905386958
21,0.11532251882862447,3.0947399055672933
22,0.018235281615302384,3.0663933563954644
23,0.010315078999131285,3.0787372872814345
24,0.030687565171145445,3.046884889173304
25,0.09310435025886483,3.094746962594454
26,0.18723046519790496,2.7900235118944128
27,0.010101581766405401,3.0790693457135228
28,0.1990810586340015,2.76960884326193
29,0.004700193589795476,3.0874584000878964
30,0.10325235967308724,3.0947399055261573
31,0.02723887819703485,3.052300285767295
32,0.036412383175427054,3.094739905410479
33,0.0735933224961814,3.0947399055338773
34,3.73111396312818e-4,3.0947400759247388
35,0.0071512880758424,3.0947399047930055
36,0.027518116411280238,3.0947399051031677
37,0.009485161064517555,3.080027881795387
38,0.20226424125607903,3.0947399059493916
39,0.05535027659390024,3.007873418820521
40,0.11570918309315724,2.9101924682907456
41,0.05126950712207682,3.094739905261124
42,0.012193091736631302,3.0758148150676576
43,3.437012854452465e-4,3.0947399701688316
44,0.007311935679240013,3.0947425581993575
45,0.023934930026258038,3.094745305152228
46,0.14751020209549523,2.8573849309520827
47,0.04693687589629891,3.0212383445102438
48,0.09893944697437446,2.9376573874503022
49,0.11010376435880728,2.919401586694902
50,0.004501634136253201,3.0877663542725178
51,0.17836693757638586,3.0948430630286645
52,0.014061765061961965,3.0947399048646997
53,0.016832854217988632,3.0947399050757545
54,0.45001255275319263,3.094739906768626
55,0.0030945588313389637,3.0947399047756985
56,0.0077837304229937555,3.0947414218520133
57,0.027726641125089397,3.051534945969624
58,2.3208586010744144e-4,3.0943807610910636
59,0.09462342809428885,2.94468457229922
60,0.20764975613264233,3.0948429956940746
61,0.07957174398220714,2.9690610395695365
62,0.0027565868753584165,3.094740901492705
63,7.471496020312575e-4,3.094740309765897
64,4.267626003476878e-4,3.0947399046886876
65,0.051579491596828314,3.013870746520328
66,0.10694504283151239,3.0947399057476117
67,0.007149793161131789,3.094739905005345
68,0.05409313826183838,3.0947399054302522
69,0.12049216132874885,3.0947399056133844
70,0.06828105177399398,2.9872159450694213
71,0.03995329693820936,3.094748090963902
