param_id,r2,rmse,r2_lb,r2_ub,rmse_lb,rmse_ub
0,0.039205313246873236,4.432749033425723,9.462455689919771e-4,0.17590758440230608,3.6898670466648835,5.855655263522257
1,0.03891124673059506,4.4677255842705454,0.008511705128871823,0.13457432234666689,3.566834128724958,5.648080722755491
2,0.04355143182567779,4.396763149357063,0.010285180175398194,0.13199494699942602,3.580694239759861,5.966125796262819
3,0.14532365313298348,4.392492319752724,0.09790887374952001,0.20473117818137607,3.624700832695924,5.534749048115357
4,0.09428972155323859,4.413152559930751,0.0483025416502157,0.21716828654092576,3.5263011994502547,5.78987445334392
5,0.058470829646663974,4.616601222475795,0.014935438561774546,0.15019953496515848,3.5928665507666775,6.0963483457259215
6,0.06167765573090233,4.321699085421148,0.025751190018456722,0.13646728842601563,3.6017995597333634,5.586037261244057
7,0.19073664728146467,4.523678517307257,0.09811560252735028,0.32103224125191043,3.4317014063031515,6.203794220465168
8,0.1412378585148028,4.289144811905242,0.08763840338932595,0.2363487102673506,3.399853196909544,6.0856583028526074
9,0.05370179877364928,4.513250149410821,0.014302034922298947,0.15518522623718006,3.535031516042077,6.242838496157816
10,0.09189558742754296,4.3771856622253456,0.04805437758421416,0.20320401579627612,3.5438266873201707,6.1373302381157675
11,0.1493261330216156,4.511701462515365,0.09446320630547389,0.22145176526427862,3.472462375138374,6.194868165619139
12,0.033413172609486855,4.494164009885153,7.837807347134027e-4,0.12382102275368194,3.5827070171134094,6.108177452359799
13,0.0340651069866936,4.563437869771571,0.0013338034193980284,0.1312510138638048,3.6948232784224397,6.244834272664287
14,0.03379527227503203,4.51739600195606,0.003874110016900553,0.09787227635793713,3.5854983241862195,6.058867552034543
15,0.04465697707899458,4.484164035664263,0.013832073190134284,0.10161570468610398,3.6025323233614617,5.885644247194214
16,0.022644546399859845,4.530662146238661,0.0012684843287975103,0.10028400637899246,3.5593377176688357,6.039954006566936
17,0.063723320458834,4.403038421314385,0.016669574022478904,0.18668365871789477,3.4567527634806408,5.5373800444868415
18,0.018752992884271822,4.405643707761438,0.0011841383730016575,0.08292788410995565,3.5627983898207587,6.149000573990698
19,0.046959174496880945,4.503693461879405,0.0013190264937347114,0.17772102815994612,3.7016261784521807,5.907314263263937
20,0.08855626892995724,4.468845671819973,0.046119100395647844,0.1424709313261654,3.432891840959697,6.187512200118519
21,0.12036793972540626,4.5289357836532265,0.0407732387449911,0.2483093990001613,3.5161445100507,6.57022380496631
22,0.04144965275987516,4.516205084180931,0.005470113708430634,0.1556586066317178,3.569059338939544,6.037766305638128
23,0.04421080834231899,4.478005363403459,0.003487534564465597,0.1639002148838078,3.7520973596500653,5.835189955063067
24,0.031156325550689316,4.448457180228221,0.010836459088360811,0.08672138628314877,3.446022386566849,5.683652290481678
25,0.07679559873719123,4.518973453091369,0.042326926022671726,0.14748977809462513,3.525615867854115,6.7857307390386925
26,0.13614000047831415,4.320104933260961,0.08320846678464755,0.20523284530971633,3.3530753801982094,5.880940529826679
27,0.028411205611966882,4.505391479425226,0.0037829752009070168,0.10697560848200882,3.6434969049464674,5.933747784663268
28,0.13852496020008223,4.2373562777659695,0.0807139116444848,0.20736299848466686,3.205888223817575,5.72253923163296
29,0.025501264296766094,4.606331874094014,0.0013901775718433373,0.10365595843017628,3.594966583977521,6.0120797485546245
30,0.08364726565153252,4.387109376535924,0.043119326616254935,0.15817353952331564,3.559451065993793,5.803061495347414
31,0.0414385530516264,4.332771302334281,0.011161406107776148,0.11099072927287598,3.6195627924048983,5.357723849216047
32,0.041203357223416934,4.462741121657196,0.015118454360746172,0.10831616386665774,3.511855268713104,6.5332134299498605
33,0.0768717370916403,4.375356564000327,0.027656449069924795,0.1768947617027252,3.5107219268911063,5.631476691637471
34,0.0313332213781811,4.497235623902319,5.294320406315327e-4,0.13636516454014247,3.5637836854296974,5.9612232199436175
35,0.02942722565258053,4.447402594796063,0.002573201437203358,0.1221223479287564,3.672559956018442,5.873005385998697
36,0.046641672393022394,4.493438160466736,0.00902571919619587,0.15886726496565773,3.649327729991345,6.239450871533092
37,0.0469946826462298,4.499669287248583,0.0034899057227073295,0.1526267673678601,3.606893937029177,5.820714853653403
38,0.14875803161820098,4.442375725958533,0.08831799544647155,0.23334655811135763,3.542545692465568,5.71221169766628
39,0.06323836162112555,4.495316568729278,0.025904751758261284,0.15896844764477053,3.500121356067611,6.05609517773717
40,0.11414797935982703,4.5260316011383415,0.05841858354039486,0.23016709754088602,3.5770294586064844,6.292374934907789
41,0.06052221371920066,4.463339627416732,0.01593037500045643,0.2030426665223717,3.6367727378375845,6.1897550877746355
42,0.059217161771925486,4.624475119920095,0.004946711879514664,0.24593223017274218,3.5629138304267904,6.085893520104333
43,0.028730789704882756,4.473878621981856,4.144460517216575e-4,0.12921932931228342,3.5226787329804434,6.281409886019556
44,0.021321242848503466,4.431313969430228,0.001972167987148145,0.058806379915608664,3.50134636907058,5.739010914822618
45,0.040766643281465086,4.422464589550006,0.01196316244092751,0.12915872766901704,3.542406649812718,6.096949515666076
46,0.12373352132163219,4.338345110563879,0.0763234519235807,0.20219741493831878,3.4627918066767274,6.060093303925303
47,0.05674669335300673,4.5224263574963315,0.020676170016561198,0.1580729085650639,3.5104816882197225,6.336723618931259
48,0.09867532749132048,4.41431833999921,0.03949945265765906,0.2308401346657853,3.478660388232581,5.693431720649989
49,0.08412743319573672,4.412344490650067,0.041121957806070954,0.14882854712403948,3.462472610947305,6.251286316346135
50,0.03201818086553609,4.484557646630891,0.0016923915960744419,0.14234575799772603,3.52893856846598,5.863291175146884
51,0.13442022038497314,4.470124544862065,0.08242045896173111,0.20917890384037263,3.500152123733253,6.663315469910785
52,0.03166513797410343,4.413855894027583,0.004125353993414474,0.13560578081504981,3.670163121707367,5.8744067864002
53,0.05801795312918207,4.4510552915387835,0.007358484970303421,0.2439080107269277,3.4980472648491006,5.913749994922672
54,0.2951459445293429,4.41255058002028,0.18067593513331254,0.37807418370588025,3.6087246736986853,6.334046612943171
55,0.026747994766130035,4.44878191183872,4.907768246407508e-4,0.09551276647131182,3.555621741983413,5.726202191994675
56,0.038212542625449916,4.610683028417526,0.001562683693535582,0.18507203705941064,3.723902193050299,6.014685285775812
57,0.03571933732914441,4.428959642270647,0.013430249643073022,0.0894290386182519,3.5844625751200985,6.091966744374133
58,0.024260783750543843,4.526048332219688,1.569224044525235e-4,0.12075544752506345,3.6191086627119526,6.254548818225356
59,0.07785571665253566,4.4352310183555534,0.03428754155577505,0.17706529031308882,3.4643184103967295,5.877553281183113
60,0.14306314334639053,4.61731034843542,0.08916347051784428,0.20291982003886017,3.6516410002689312,7.840630541831383
61,0.08705152375640662,4.594901789795467,0.023312191668787827,0.2031922084782411,3.44617664492878,6.676185427511877
62,0.02852972405877065,4.490370905506144,2.7717752843357487e-4,0.1170059888804893,3.6243857966762416,5.892127123045874
63,0.05850947742318334,4.604473596023847,5.986271317743017e-4,0.2419220577506655,3.710896712348097,6.157887544693353
64,0.03910166232305464,4.55417865496282,5.866057821592204e-4,0.13574693818182415,3.6921783779568074,6.117144165623827
65,0.0483831823673403,4.424261913051248,0.026309827612385386,0.10584153243186331,3.5582243551534853,5.926530064738549
66,0.08922842518562245,4.560875843945009,0.04880504106044001,0.1761066904415893,3.580541514068452,6.1494407598972565
67,0.031502662084056554,4.481630232230371,0.0050759241467309,0.11394818033820041,3.5128659030375786,5.881607470038903
68,0.05577882302209337,4.451294834271294,0.02123176965572786,0.12472901327012767,3.5770393539711707,6.764810378586221
69,0.10964488492466283,4.371747820016928,0.061689037658219044,0.2062229775053571,3.530595779424181,5.821524644762004
70,0.06534935453761077,4.408660411126626,0.035723412609037,0.15242409299776982,3.5188759247520975,5.781361865216164
71,0.0497148998425085,4.398087388891827,0.01617795882793965,0.12947429021070858,3.5020406955934114,6.173925179634766
72,0.2655354820068479,4.447517965624154,0.1776357025345642,0.3499263281786207,3.5882207508535866,6.241246493679116
73,0.05266057979716779,4.458477787402814,0.006057854895597303,0.1793922881061032,3.6120022543911388,5.978773368491465
74,0.04099718177766734,4.535230532205825,4.663621663758583e-4,0.13633893219051885,3.6705470583095945,5.7855204779482605
75,0.035042432194873144,4.429462558908908,0.006738802528482081,0.1216756053161622,3.6574291422215364,5.528652309394288
76,0.017339892335784403,4.461033778688262,9.047031918856605e-5,0.08158117447596455,3.652692637424906,6.000330469816744
