prolific_id,tt,y,block_type,block_id,background_stimulus,deviant_stimulus,x,exposure_duration,group,...1,subject_num,experiment,fam_or_test,unique_id,animal,block_num,exclude,age,sex,subj_id
545d347afdf99b7f9fca22c7,Familiar,2.978,background_block,0,media/padded_stims/animate_024_right.png,NA,1,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.329,background_block,0,media/padded_stims/animate_024_right.png,NA,2,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.244,background_block,0,media/padded_stims/animate_024_right.png,NA,3,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.161,background_block,0,media/padded_stims/animate_024_right.png,NA,4,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.285,background_block,0,media/padded_stims/animate_024_right.png,NA,5,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.94,background_block,0,media/padded_stims/animate_024_right.png,NA,6,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.043,background_block,0,media/padded_stims/animate_024_right.png,NA,7,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.034,background_block,0,media/padded_stims/animate_024_right.png,NA,8,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.884,background_block,0,media/padded_stims/animate_024_right.png,NA,9,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.348,background_block,0,media/padded_stims/animate_024_right.png,NA,10,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.965,background_block,0,media/padded_stims/animate_024_right.png,NA,11,10,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.957,background_block,1,media/padded_stims/animate_022_left.png,NA,1,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.997,background_block,1,media/padded_stims/animate_022_left.png,NA,2,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.16,background_block,1,media/padded_stims/animate_022_left.png,NA,3,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.502,background_block,1,media/padded_stims/animate_022_left.png,NA,4,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.089,background_block,1,media/padded_stims/animate_022_left.png,NA,5,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.49,deviant_block,2,media/padded_stims/animate_025_right.png,media/padded_stims/animate_009_right.png,1,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.463,deviant_block,2,media/padded_stims/animate_025_right.png,media/padded_stims/animate_009_right.png,2,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.601,deviant_block,2,media/padded_stims/animate_025_right.png,media/padded_stims/animate_009_right.png,3,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.813,deviant_block,2,media/padded_stims/animate_025_right.png,media/padded_stims/animate_009_right.png,4,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,2.92,deviant_block,2,media/padded_stims/animate_025_right.png,media/padded_stims/animate_009_right.png,5,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.918,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,1,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.314,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,2,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.465,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,3,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.777,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,4,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.992,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,5,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.774,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,6,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.879,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,7,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,3.532,deviant_block,3,media/padded_stims/animate_014_left.png,media/padded_stims/animate_007_left.png,8,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.763,background_block,4,media/padded_stims/animate_015_right.png,NA,1,5,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.355,background_block,4,media/padded_stims/animate_015_right.png,NA,2,5,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.864,background_block,4,media/padded_stims/animate_015_right.png,NA,3,5,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.914,background_block,4,media/padded_stims/animate_015_right.png,NA,4,5,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.166,background_block,4,media/padded_stims/animate_015_right.png,NA,5,5,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.4,background_block,4,media/padded_stims/animate_015_right.png,NA,6,5,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.684,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,1,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.061,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,2,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.908,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,3,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.264,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,4,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.982,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,5,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.671,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,6,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,3.714,deviant_block,5,media/padded_stims/animate_019_left.png,media/padded_stims/animate_005_left.png,7,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.669,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,1,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.956,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,2,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.636,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,3,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.91,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,4,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.182,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,5,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,1.979,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,6,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.832,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,7,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.112,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,8,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.839,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,9,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,2.498,deviant_block,6,media/padded_stims/animate_006_left.png,media/padded_stims/animate_004_left.png,10,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.986,deviant_block,7,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,1,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,3.243,deviant_block,7,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,2,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.556,deviant_block,8,media/padded_stims/animate_003_right.png,media/padded_stims/animate_017_right.png,1,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,3.127,deviant_block,8,media/padded_stims/animate_003_right.png,media/padded_stims/animate_017_right.png,2,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.981,deviant_block,9,media/padded_stims/animate_008_right.png,media/padded_stims/animate_020_right.png,1,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.111,deviant_block,9,media/padded_stims/animate_008_right.png,media/padded_stims/animate_020_right.png,2,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.029,deviant_block,9,media/padded_stims/animate_008_right.png,media/padded_stims/animate_020_right.png,3,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.037,deviant_block,9,media/padded_stims/animate_008_right.png,media/padded_stims/animate_020_right.png,4,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,2.889,deviant_block,9,media/padded_stims/animate_008_right.png,media/padded_stims/animate_020_right.png,5,4,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.063,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,1,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.047,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,2,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.368,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,3,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.639,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,4,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.692,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,5,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.876,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,6,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.008,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,7,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,2.692,deviant_block,10,media/padded_stims/animate_013_right.png,media/padded_stims/animate_023_right.png,8,7,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.392,background_block,11,media/padded_stims/animate_018_left.png,NA,1,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.944,background_block,11,media/padded_stims/animate_018_left.png,NA,2,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.031,background_block,11,media/padded_stims/animate_018_left.png,NA,3,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.981,background_block,11,media/padded_stims/animate_018_left.png,NA,4,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.108,background_block,11,media/padded_stims/animate_018_left.png,NA,5,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.92,background_block,11,media/padded_stims/animate_018_left.png,NA,6,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.978,background_block,11,media/padded_stims/animate_018_left.png,NA,7,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.041,background_block,11,media/padded_stims/animate_018_left.png,NA,8,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.167,background_block,11,media/padded_stims/animate_018_left.png,NA,9,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.389,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,1,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.902,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,2,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.559,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,3,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.708,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,4,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.45,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,5,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.574,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,6,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.162,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,7,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.867,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,8,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.927,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,9,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,2.957,deviant_block,12,media/padded_stims/animate_010_left.png,media/padded_stims/animate_001_left.png,10,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.244,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,1,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.049,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,2,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.807,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,3,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.94,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,4,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.353,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,5,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,2.976,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,6,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Novel,2.609,deviant_block,13,media/padded_stims/animate_012_right.png,media/padded_stims/animate_021_right.png,7,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,3.058,background_block,14,media/padded_stims/animate_011_right.png,NA,1,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545d347afdf99b7f9fca22c7,Familiar,4.934,background_block,14,media/padded_stims/animate_011_right.png,NA,2,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,6.305,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,1,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,7.007,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,2,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,6.591,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,3,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,5.577,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,4,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,4.863,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,5,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,11.459,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,6,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Novel,9.073,deviant_block,0,media/padded_stims/animate_022_left.png,media/padded_stims/animate_023_left.png,7,6,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,14.493,deviant_block,1,media/padded_stims/animate_013_left.png,media/padded_stims/animate_004_left.png,1,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Novel,9.711,deviant_block,1,media/padded_stims/animate_013_left.png,media/padded_stims/animate_004_left.png,2,1,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,4.414,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,3,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,2.011,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,4,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,2.372,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,5,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,3.091,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,6,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,2.56,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,7,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,1.112,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,8,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.681,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,9,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Novel,1.738,deviant_block,2,media/padded_stims/animate_016_left.png,media/padded_stims/animate_002_left.png,10,9,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,2.787,deviant_block,3,media/padded_stims/animate_005_right.png,media/padded_stims/animate_020_right.png,1,3,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.759,deviant_block,3,media/padded_stims/animate_005_right.png,media/padded_stims/animate_020_right.png,2,3,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.705,deviant_block,3,media/padded_stims/animate_005_right.png,media/padded_stims/animate_020_right.png,3,3,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Novel,1.397,deviant_block,3,media/padded_stims/animate_005_right.png,media/padded_stims/animate_020_right.png,4,3,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,1.292,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,1,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.617,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,2,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.73,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,3,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.776,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,4,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,7.367,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,5,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,3.48,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,6,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,1.944,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,7,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,3.244,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,8,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Novel,1.442,deviant_block,4,media/padded_stims/animate_001_left.png,media/padded_stims/animate_006_left.png,9,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,1.2,background_block,5,media/padded_stims/animate_018_left.png,NA,1,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.542,background_block,5,media/padded_stims/animate_018_left.png,NA,2,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.628,background_block,5,media/padded_stims/animate_018_left.png,NA,3,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.58,background_block,5,media/padded_stims/animate_018_left.png,NA,4,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.725,background_block,5,media/padded_stims/animate_018_left.png,NA,5,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562cfb97733ea0000a162a0b,Familiar,0.841,background_block,5,media/padded_stims/animate_018_left.png,NA,6,8,Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
