param_id,test_type,trial_number,count,sd_sample,ub_sample,lb_sample,fam_duration,LT,scaled_samples,scaled_ub_sample,scaled_lb_sample,type
12,Novel,5,40,198.0996160893222,36.744585353191255,30.605414646808736,4,15.318249999999999,18.36351418929673,19.42507175811621,17.30195662047725,EIG
12,Novel,7,40,222.4241562042169,34.03649800720734,27.143501992792658,6,17.72639285714286,17.29662575877846,18.48853138266624,16.104720134890684,EIG
12,Novel,9,40,223.6520617764167,32.21177460117019,25.280725398829812,8,21.68012,16.65899997473695,17.85748558338036,15.460514366093538,EIG
12,Novel,10,40,180.7227594672948,27.250328170242305,21.649671829757693,9,19.767214285714285,15.173223825753439,16.141663931583558,14.20478371992332,EIG
13,Familiar,1,39,372.02714954691135,79.39703237996132,67.72091633798739,0,20.15585185185185,19.310127665299575,20.732640560219934,17.887614770379216,EIG
13,Familiar,2,40,378.23409278827376,77.83454798749821,66.11295201250178,1,18.24706896551724,18.92386872716013,20.35192248780605,17.49581496651421,EIG
13,Familiar,3,40,345.6559287103746,73.04849410518129,62.33650589481869,2,19.06634375,17.880690788625664,19.185743025576503,16.57563855167482,EIG
13,Familiar,4,40,363.41569644286506,69.24868455725745,57.98631544274255,3,16.999148148148148,16.887768137641032,18.259873830592145,15.515662444689921,EIG
13,Familiar,5,40,349.37047520843606,66.04230159948283,55.21519840051716,4,16.70561403508772,16.159523334418868,17.478600145560115,14.84044652327762,EIG
13,Familiar,7,40,336.92215640067985,60.88191290116797,50.44058709883203,6,14.148833333333332,14.949132348218587,16.22120951330443,13.677055183132742,EIG
13,Familiar,9,40,319.59559149847973,51.78968499649131,41.88531500350869,8,10.004521739130434,12.799119773586527,14.005779075398177,11.592460471774878,EIG
13,Familiar,10,40,319.92872561507227,54.054846963107536,44.14015303689246,9,11.712538461538461,13.349795894132605,14.557712971055144,12.141878817210065,EIG
13,Novel,2,40,400.8396286480877,80.43482439462177,68.01267560537822,1,18.61582142857143,19.472108227703792,20.98551103834689,17.958705417060695,EIG
13,Novel,3,40,401.75964927985706,78.8653302620064,66.4146697379936,2,19.665555555555557,19.086208534821115,20.60308495862633,17.569332111015903,EIG
13,Novel,4,40,415.4072637025526,80.76430223840346,67.89069776159654,3,17.75825,19.497388160228862,21.065792268798035,17.92898405165969,EIG
13,Novel,5,40,433.8903420766224,78.21695050498744,64.77054949501257,4,15.318249999999999,18.806910967044153,20.44509945011491,17.168722483973394,EIG
13,Novel,7,40,413.86640674446977,75.40417641247676,62.57832358752323,6,17.72639285714286,18.197146811439477,19.759733288505927,16.634560334373024,EIG
13,Novel,9,40,398.7425762384336,65.90608023088424,53.54891976911575,8,21.68012,15.939922956701103,17.44540817441173,14.434437738990471,EIG
13,Novel,10,40,422.3495714764202,67.79812441184171,54.7093755881583,9,19.767214285714285,16.311812084569887,17.906427444089363,14.717196725050416,EIG
14,Familiar,1,40,123.86705521816953,41.52683990558158,37.68816009441842,0,20.15585185185185,18.45667752029577,18.869263523809956,18.044091516781588,EIG
14,Familiar,2,40,121.87977251114486,37.49854664100815,33.72145335899185,1,18.24706896551724,17.59736513677703,18.003331744774783,17.19139852877927,EIG
14,Familiar,3,40,118.91006110325124,32.723780486000734,29.03871951399927,2,19.06634375,16.58086146359022,16.976936326287216,16.184786600893226,EIG
14,Familiar,4,40,118.94233454648692,29.745530568184684,26.059469431815316,3,16.999148148148148,15.940542073369718,16.33672443495688,15.544359711782555,EIG
14,Familiar,5,40,117.2272197598816,26.69895458923058,23.06604541076942,4,16.70561403508772,15.29135548219358,15.681825006302471,14.90088595808469,EIG
14,Familiar,7,40,110.72799769563346,20.80824809999358,17.376751900006422,6,14.148833333333332,14.046722911693637,14.415544322406141,13.677901500981132,EIG
14,Familiar,9,40,99.14563981707336,16.543777605293496,13.471222394706505,8,10.004521739130434,13.168601314026578,13.498843307960591,12.838359320092565,EIG
14,Familiar,10,40,90.76902439419344,15.18648060457748,12.37351939542252,9,11.712538461538461,12.90473490983164,13.207075422825351,12.60239439683793,EIG
14,Novel,2,40,179.35030409493976,48.264061753920785,42.705938246079214,1,18.61582142857143,19.72011930494403,20.317513221068474,19.12272538881959,EIG
14,Novel,3,40,218.2101956226707,51.11870201150886,44.356297988491136,2,19.665555555555557,20.204322217733516,20.931153677312764,19.477490758154268,EIG
14,Novel,4,40,213.371235668087,46.646221550190994,40.033778449809,3,17.75825,19.25902485525105,19.969738331357526,18.548311379144565,EIG
