trial_number,fam_duration,trial_type,mean_lt,count.x,sd_lt,ub_lt,lb_lt,param_id,count.y,sd_sample,mean_sample,ub_sample,lb_sample,scaled_samples,scaled_lb,scaled_ub,type
3,2,Novel,2742.453781512605,476,2190.1417843952686,2939.20835035192,2545.69921267329,0,40,226.3415095544086,27.755,31.2621980262402,24.2478019737598,2709.3054713780502,2587.707394101568,2830.9035486545326,EIG
3,3,Familiar,2049.08918128655,684,1851.8142066284818,2187.8687175870473,1910.309644986052,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,4,Familiar,2011.0276243093933,724,1730.2033808798835,2137.0605287022504,1884.994719916536,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,5,Familiar,1966.202141900937,747,1436.5864918716577,2069.2235659860357,1863.1807178158383,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,6,Familiar,2207.74090909091,660,1906.3078881264212,2353.178659549924,2062.303158631896,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,7,Familiar,2096.3444767441856,688,1735.761992987901,2226.048075704666,1966.640877783705,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,8,Familiar,2018.045769764215,721,1697.996604453481,2141.989698005905,1894.1018415225249,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,9,Familiar,2199.5868005738876,697,1950.3884386910092,2344.384211422373,2054.789389725402,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
3,10,Familiar,2073.2784810126573,711,1740.8268008357727,2201.239248199559,1945.3177138257556,0,679,463.79261472524973,12.2519882179676,13.996263463312978,10.50771297262222,2171.8004857497635,2111.3247115026106,2232.2762599969165,EIG
4,3,Familiar,2292.390625,192,2058.8437253363054,2583.6157498653606,2001.1655001346394,0,599,371.5097434438082,10.154590984974956,11.642179692171409,8.667002277778508,2099.081617608084,2047.5054233869632,2150.657811829205,EIG
4,3,Novel,2541.703125,448,2033.7758172864153,2730.0334012248945,2353.3728487751055,0,40,213.334220118771,25.1225,28.428147988312062,21.816852011687935,2618.034052987825,2503.4239179101287,2732.6441880655216,EIG
4,4,Familiar,1975.2005532503454,723,1691.8407200589418,2098.5242107043646,1851.8768957963264,0,599,371.5097434438082,10.154590984974956,11.642179692171409,8.667002277778508,2099.081617608084,2047.5054233869632,2150.657811829205,EIG
4,5,Familiar,2003.5293333333336,750,1795.759318834551,2132.050177205371,1875.0084894612964,0,599,371.5097434438082,10.154590984974956,11.642179692171409,8.667002277778508,2099.081617608084,2047.5054233869632,2150.657811829205,EIG
